#{"t_start": 1766886439.8335352, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
271.189554,1330,666.36634
-3.078085,645,667.254681
174.842873,2000,669.98627
280.118719,1249,671.701398
280.41597,1188,673.317109
151.610525,2000,1338.51522
271.815737,1279,1340.26492
273.704665,1279,1342.014449
42.494338,769,1343.06103
110.731184,1136,1344.612257
267.404808,1298,2009.291215
269.865282,1321,2011.243271
70.957729,2000,2014.265346
279.425079,1220,2016.071485
272.965964,1320,2017.910164
277.643621,1197,2678.326502
275.435743,1181,2680.022437
280.456374,1174,2681.609274
277.749593,1192,2683.223982
278.751145,1170,2684.812026
273.568549,1282,3346.326285
284.681087,1139,3347.851696
282.773994,1139,3349.380586
45.415699,746,3350.412261
59.531215,812,3351.593349
286.583532,1050,4012.704191
275.976794,1213,4014.36391
275.516053,1289,4016.123623
-17.825233,2000,4018.880018
277.184436,1185,4020.53502
-113.619938,110,4678.509787
276.018804,1213,4680.15045
286.791436,1112,4681.67139
-60.884017,399,4682.221257
-116.759952,96,4682.366085
279.898218,1105,5341.798835
284.116896,1147,5343.375617
95.940404,2000,5346.058119
278.455967,1180,5347.649183
102.334894,915,5348.873023
282.37623,1142,6008.520666
291.192057,1148,6010.080159
274.039763,1330,6011.964648
-94.751117,2000,6014.809036
49.012489,790,6015.878996
-23.69609,513,6674.598763
184.307322,2000,6677.323271
288.309111,1110,6678.822096
-125.604376,2000,6681.565303
280.65213,1231,6683.241535
-67.535611,2000,7343.599768
143.800527,2000,7346.369065
288.214196,1086,7347.879579
279.671347,1118,7349.402509
-5.295376,611,7350.227613
280.955261,1149,8011.098809
112.704877,896,8012.315418
290.543782,1076,8013.814456
277.559553,1236,8015.481745
165.612502,2000,8018.219853
28.946604,2000,8679.975583
275.73814,1201,8681.596281
278.550639,1149,8683.280178
291.527937,1078,8684.869364
283.371859,1115,8686.530767
273.207333,1279,9347.726666
282.533017,1121,9349.263114
273.551693,1257,9350.997918
287.949575,1059,9352.446875
289.459966,1064,9353.914029
290.767624,993,10013.052338
231.735712,2000,10015.749753
283.151489,1124,10017.275278
287.031424,1036,10018.674863
293.008578,1029,10020.073059
