#{"t_start": 1766945051.437033, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
-283.076193,1868,14.207175
-147.324357,2000,17.875777
-116.691096,74,18.004535
-142.442585,2000,22.444324
-146.402643,2000,26.365481
-117.047868,45,26.441931
-113.74678,64,26.545225
-109.809431,105,26.718831
-111.156264,70,27.310762
-111.816238,71,27.434345
-148.778985,2000,31.669761
-113.853525,142,32.049242
-113.268141,53,32.159208
-114.758208,61,32.290498
-114.31466,77,32.452223
-143.324571,2000,37.1351
-117.814274,73,37.281377
-111.779196,107,37.488911
-120.384448,37,37.553062
-120.457412,43,37.642254
-111.040735,50,37.754462
-114.214638,58,37.889419
-115.73544,76,38.029693
-134.754835,73,38.163983
-116.564166,51,38.267815
-110.256164,58,38.398587
-113.289052,48,38.500187
-110.858488,51,38.602633
-110.805056,78,38.764184
-119.246784,68,38.895576
-178.484301,745,40.246631
-117.100216,82,40.410394
-125.661497,66,41.086601
-110.04397,87,41.257451
-111.511951,75,41.374908
-127.077725,65,41.495076
-133.743833,2000,45.882817
-130.189547,83,46.045504
-194.673275,1343,48.352701
-110.106173,109,48.5253
-115.522386,63,48.64616
-127.874212,64,48.767693
-104.670896,2000,52.850201
-136.531209,2000,57.463728
-113.685303,64,57.575169
-147.604393,2000,61.612158
-106.998361,78,61.730971
-110.094034,55,61.834801
-116.356739,95,62.00483
-132.485048,2000,79.959763
-147.954827,2000,84.002605
-129.788566,79,84.147683
-111.169119,70,84.840225
-125.766146,74,84.977639
-117.616759,2000,89.24541
-122.487885,434,90.191281
-147.594943,2000,94.553808
-112.620024,62,94.665465
-128.079081,76,94.803378
-137.492262,626,95.967506
-128.233069,2000,99.857715
-122.659393,2000,119.40484
-116.584357,57,119.506895
-124.384409,2000,123.219598
-145.618019,2000,127.80506
-115.340317,50,127.890446
-119.161706,75,128.036359
-117.497537,59,128.159127
-162.123208,965,130.3824
-133.492195,2000,134.401677
-121.586025,2000,138.717063
-121.979917,59,138.886663
-140.193625,655,140.111417
-145.791799,2000,144.250643
-136.393236,165,157.345206
-113.781387,2000,161.560503
-136.678196,626,162.961054
-113.468054,91,163.129676
-118.961587,63,163.268417
-126.494893,2000,167.072541
-119.042193,52,167.167823
-144.836116,2000,171.09963
-143.932746,2000,175.809435
-146.508887,2000,179.94084
-159.071395,874,181.856776
-135.084774,2000,199.162312
-123.505219,2000,203.14775
-115.902072,359,203.780638
-145.730026,725,205.056716
-120.523137,65,205.164813
-121.626704,437,205.984485
-114.187529,2000,210.583456
-128.509776,507,211.860529
-144.249691,2000,215.87125
-125.39107,2000,220.171329
-119.046736,403,221.097211
-127.071985,2000,236.463122
-112.256621,2000,240.502389
-118.113422,60,240.61048
-118.922347,408,241.293656
-112.571594,745,242.547747
-147.42218,2000,246.971461
-112.256113,315,247.441842
-111.45249,310,248.416203
-156.917535,1543,250.951073
-130.509487,2000,254.877013
-144.934697,2000,269.729873
-129.555226,2000,274.422605
-152.08565,1340,277.166509
-156.13805,1536,280.727143
-146.896563,2000,285.373551
-112.183002,300,285.988571
-74.670651,2000,290.487936
-130.988436,757,292.169287
-102.358782,187,292.635866
-119.15577,2000,297.368237
-197.575877,1508,310.533922
-128.717983,80,310.674477
-110.516316,286,311.158366
-133.156447,2000,314.850964
-123.411098,2000,319.368858
-136.089651,581,320.369718
-121.544612,1752,324.107564
-81.759215,2000,328.825976
-60.776941,2000,333.009037
-105.073849,528,336.772599
-107.51999,247,337.773493
-104.409384,594,338.812307
-78.620683,2000,343.674184
-147.611259,2000,347.83475
-118.487234,392,348.537622
-125.899032,79,348.682836
-126.736869,2000,353.419753
-85.921552,2000,357.584833
-67.624858,2000,361.458841
-113.360205,2000,368.962695
-149.210548,2000,372.993025
-89.18718,2000,377.50979
-109.793393,2000,381.492779
-24.905696,2000,385.241192
-104.052893,1149,387.28248
-15.633068,2000,391.607979
-28.350308,2000,405.528025
-134.954184,807,407.446831
-177.151076,1515,410.128587
-113.249074,991,413.040135
-119.128407,977,414.753297
-37.766751,2000,418.539068
-103.855236,212,419.436681
-100.471187,438,420.161827
-97.49972,141,420.419408
-108.84772,306,420.938139
-166.363607,639,422.047159
-129.380794,73,422.167495
-126.073332,55,422.273632
-124.004575,697,424.364702
-83.177083,2000,428.510408
-105.615706,2000,440.312278
6.974308,2000,444.726158
-120.37184,1899,449.26882
-109.268524,258,449.739844
-142.802129,436,450.544471
-88.684286,1794,454.495498
-105.178514,259,455.070288
20.083345,2000,460.475796
-107.12028,476,461.411309
-99.629888,150,461.748589
-109.932428,279,462.430781
-100.155819,163,462.863847
-94.459669,2000,480.668924
-105.525308,225,481.013289
-91.460218,2000,485.646564
-124.305821,46,485.720673
-109.600284,2000,489.866566
-132.842615,2000,493.875976
-82.27647,1515,497.425794
-97.046697,2000,501.563894
-99.807275,1102,504.486429
-68.918491,429,505.358646
-102.517711,192,510.893033
-144.42717,2000,514.872387
-103.522899,764,516.162296
-101.072622,168,516.459173
-111.214134,290,517.524134
-99.652112,160,517.798302
-91.403602,570,519.015175
-97.932838,1366,522.010782
-146.334323,2000,525.802859
-100.312417,167,526.096185
-99.891416,2000,530.083697
37.394769,2000,534.55165
-144.945289,2000,547.443642
-115.941653,2000,551.264575
-101.846268,277,551.69766
-117.296854,875,553.161438
-127.059245,2000,557.378395
-128.189417,52,557.46928
-94.28291,355,558.060662
-105.074146,237,558.490551
-111.49563,281,559.507738
-133.759804,589,560.506104
-54.210206,767,561.854659
-122.688142,993,564.271123
-93.983646,291,564.769297
-104.374396,201,565.149873
30.692796,2000,569.928762
-68.764268,2000,582.711751
-78.361134,564,583.711639
-118.436795,2000,588.148051
-101.712815,160,588.462145
-97.670556,2000,594.021497
-86.634971,2000,598.923725
-117.675006,415,599.763677
-115.942906,335,600.905645
-66.169369,2000,605.379148
-120.365005,2000,618.157243
-109.613039,1482,621.277054
11.346423,2000,625.869829
-105.842522,201,626.481855
-101.250756,159,626.906783
-142.646744,2000,630.963547
-111.28817,1578,634.397041
-56.987215,1966,638.987046
-98.983393,175,639.309716
-134.563439,762,641.142898
-86.062628,1143,643.050485
-153.776197,2000,658.421143
-94.671753,2000,663.258764
-101.368987,177,663.557255
-105.686002,872,665.788397
-221.369084,1774,669.135819
-100.821275,1352,671.992018
15.566618,2000,676.73337
16.903714,2000,680.859549
41.849839,2000,694.390174
-73.845036,381,695.220993
-105.070642,205,695.665437
-142.762315,2000,700.445833
-73.982079,441,701.299086
-99.707153,163,702.121403
-130.216949,51,702.237301
-66.869179,2000,706.449594
-97.926914,126,706.685154
-54.781295,2000,711.394868
-67.782967,2000,715.998563
-77.462506,2000,720.396111
-143.699021,2000,732.548299
-27.131924,2000,736.322938
-122.519498,2000,740.096882
41.719787,2000,744.331114
-119.325827,2000,748.782078
-53.912565,1696,752.395211
-97.073788,466,753.305787
-142.887251,2000,764.493691
-105.785405,2000,768.960724
-145.974372,2000,773.152366
-71.966357,1437,776.727302
-63.826757,2000,781.788205
-90.760136,2000,785.812189
-74.374086,2000,799.466518
19.095076,2000,803.548782
-97.574925,127,803.826136
-101.971363,177,804.212436
-87.27822,320,805.035094
-77.486128,1040,807.353136
-129.385651,2000,811.179603
-129.176275,2000,815.109529
-141.02619,1162,817.722115
-97.474261,137,818.00981
-102.347284,823,819.973723
-99.669661,161,820.265857
7.800781,2000,824.23316
-125.22172,2000,834.749455
-133.771274,2000,838.736109
-69.504824,313,839.427521
84.083575,2000,843.934052
-141.976312,2000,847.789832
-108.686634,263,848.26603
-53.061003,569,849.265753
-65.616281,1193,852.14977
-145.12434,2000,856.379888
-90.15266,914,865.467001
42.393964,2000,869.530138
-80.397758,534,870.921063
-45.008436,2000,874.793334
-105.160341,786,876.57251
-112.735852,1486,879.831568
-88.830006,2000,883.941672
-86.327842,319,884.511214
49.087293,2000,889.197919
-100.261875,158,889.480882
-80.91888,1235,899.024289
-98.954926,958,901.372866
-92.776841,1466,904.189709
-82.044284,219,904.502125
-85.310147,825,905.865488
21.382451,2000,909.453424
-83.9874,695,910.717483
70.774067,2000,914.975624
-75.977978,2000,918.934087
-104.43466,225,919.790731
-96.096973,2000,931.925661
-98.840926,136,932.149639
-128.636051,2000,936.693511
-63.070589,389,937.289069
-103.262812,409,938.023149
-74.911394,956,939.775222
-6.732213,2000,943.656533
-67.522059,497,945.030876
-103.082479,420,945.829121
-7.56433,2000,951.168576
-88.362797,2000,955.721236
-94.354283,860,957.468144
-37.309325,1086,962.28642
-81.063103,2000,966.709332
-190.80043,1933,971.080283
-91.536277,2000,975.458617
-141.485299,2000,979.574658
-90.742037,505,980.512749
-24.597276,1158,982.964607
-74.478864,360,984.520224
-112.332932,2000,993.892305
-99.531962,122,994.225831
-105.061527,242,994.882353
-114.823907,819,996.635018
-43.619514,2000,1000.533062
-61.401938,804,1002.492157
-38.541594,1242,1004.621651
-139.352392,2000,1009.54915
-70.822603,1479,1012.661662
91.519946,2000,1017.059606
-76.697409,386,1017.773347
103.018244,2000,1028.764152
-41.982946,725,1030.099722
-138.063172,2000,1034.234368
-78.673071,657,1035.808984
-75.452022,2000,1039.808746
-98.384184,129,1040.070413
-127.490651,2000,1044.911295
-96.33557,2000,1049.771299
-96.584616,139,1050.017824
