#{"t_start": 1766897920.990265, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
286.779432,1059,23.015251
135.540013,929,36.715757
276.754497,1140,52.387562
285.177465,1073,67.99828
275.921686,1168,84.513696
279.563062,1128,101.050255
97.645416,2000,129.786944
49.128621,626,139.008872
-63.20431,2000,167.725792
-129.071815,1064,183.328711
269.814399,1245,200.94811
-15.75582,2000,230.596215
130.142083,1269,248.496608
-94.864302,722,259.510765
152.423738,1016,274.375885
73.103819,813,285.80214
264.96091,1315,305.326152
-72.16213,214,308.150704
49.987176,1304,327.678518
284.022039,1096,343.411754
167.606779,1302,361.972347
