#{"t_start": 1766897929.2107148, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
292.727688,1065,362.59209
-84.802065,488,363.271564
154.150517,2000,366.089763
37.582614,806,367.288214
289.442289,1115,368.949338
84.782477,1175,370.680578
281.833584,1157,372.348958
292.275995,1085,373.956506
-33.585308,406,374.561747
31.989325,663,375.512657
125.105747,2000,378.480821
11.803963,574,379.342331
-24.604905,2000,382.288293
284.286808,1126,383.830956
50.462345,675,384.761333
288.283303,1147,386.390715
292.397599,1054,387.927834
290.496417,1083,389.520284
41.201092,621,390.456099
100.197818,2000,393.460261
