#{"t_start": 1766897920.9455905, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
284.886707,1106,23.953132
286.466296,1062,38.688829
-3.028728,340,44.153205
286.097238,1045,58.823299
284.050392,1084,74.446127
138.339391,1023,89.091978
276.537029,1151,105.697403
138.749749,961,119.594076
35.851885,841,131.653055
4.000368,472,138.160407
-37.761435,295,142.806558
-248.255432,1810,168.700523
284.150722,1076,184.327742
-9.218522,576,192.651583
-20.763259,563,200.929387
95.838744,917,214.045023
15.034695,568,222.333215
-48.323268,330,227.052423
-30.373711,338,232.477021
51.42205,969,246.572114
280.80175,1106,262.379827
132.444695,976,276.412712
150.901705,1004,291.42407
277.238841,1169,308.201531
160.704145,1318,327.757856
-56.688537,428,333.34219
79.117362,770,345.267687
66.744208,726,355.50928
279.005277,1153,404.522048
