#{"t_start": 1766863733.397254, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
-66.466995,2000,612.039644
-89.651656,191,612.303414
-11.884031,2000,615.19611
-51.031312,2000,618.079566
-54.521876,2000,620.981242
-121.609832,2000,1260.7741
-62.141977,2000,1263.552931
-26.613453,2000,1266.32021
-92.053887,185,1266.591397
-112.927486,2000,1269.386977
-48.497104,472,1905.548147
-88.458728,2000,1908.30498
-108.105039,2000,1911.114917
153.049813,2000,1913.883532
-53.894172,2000,1916.629151
-32.982028,456,2557.696336
75.81736,1486,2559.806802
-32.526436,842,2561.008352
-125.797111,2000,2563.915572
51.974598,1535,2566.016092
-45.716984,2000,3205.0026
-61.911516,263,3205.394925
38.161063,2000,3208.285741
82.767835,2000,3211.151685
6.069676,856,3212.380944
-104.421186,2000,3853.475638
-132.331758,2000,3856.211526
-76.807621,2000,3858.976467
-124.281539,2000,3862.002277
136.626936,2000,3864.959147
204.677534,2000,4507.001456
-67.982208,2000,4509.774556
264.426484,1377,4511.644275
-48.616855,2000,4514.346761
-86.423599,239,4514.671805
177.141978,2000,5154.045289
52.684577,2000,5156.962547
93.518426,2000,5159.667101
-10.957758,754,5160.695292
116.617544,2000,5163.450088
-79.145235,258,5801.880699
266.354347,1371,5803.792176
-13.147505,2000,5806.53258
267.218597,1385,5808.465757
-41.479875,389,5808.991422
15.506603,2000,6447.735168
-13.580191,2000,6450.587665
272.865251,1169,6452.250788
269.782709,1180,6453.90639
-10.595047,1060,6455.372396
14.019698,2000,7097.030554
180.844622,2000,7099.779799
263.278873,1393,7101.646456
273.474659,1234,7103.311417
7.461669,570,7104.082888
253.261383,1491,7743.138925
272.560759,1236,7744.848159
270.813182,1343,7746.712876
-79.211035,217,7747.012411
-32.420234,555,7747.780796
219.808901,2000,8387.63995
266.752717,1267,8389.345623
270.862878,1239,8391.052062
276.500725,1241,8392.875005
270.534092,1287,8394.720232
266.3843,1348,9033.390576
275.027051,1212,9035.054414
270.595674,1222,9036.718049
279.725777,1180,9038.327302
279.209451,1156,9039.930894
278.202024,1280,9678.707722
195.269947,2000,9681.42319
100.831086,1050,9682.853221
277.080411,1229,9684.528704
280.483062,1257,9686.305661
