#{"t_start": 1766933930.0822716, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
-119.694893,78,13.775645
-116.280294,126,13.967835
-103.657313,2000,16.734918
-103.638901,2000,39.308064
-100.761307,63,40.106592
-101.261059,75,40.915339
-111.127034,2000,66.594634
-107.593674,48,66.696006
-103.736925,73,67.509593
-99.545747,64,68.302588
-107.862595,52,69.088905
-167.168187,884,80.189746
-123.331905,2000,105.185185
-229.550193,1720,126.688485
-180.073484,978,139.572136
-114.004723,40,139.658877
-117.550492,50,140.455143
-121.341664,81,141.293806
-125.373065,87,142.8387
-124.489144,113,143.74131
-104.372059,357,148.523072
-117.699822,2000,173.497415
-134.99356,904,184.887911
-95.997064,199,187.302655
-136.362109,2000,212.830561
-99.212721,86,213.675054
-100.076415,75,214.504306
-106.365731,335,218.599543
-102.20391,118,220.194001
-110.908728,98,221.759324
-141.868954,2000,246.801808
-125.21253,89,247.666996
-222.779723,1354,265.453246
-137.751137,448,271.186136
-148.182667,931,282.529777
-145.293493,997,295.330416
-132.239671,926,306.675911
-136.327891,2000,331.591278
-103.539021,295,335.59678
-95.588946,352,339.693679
-87.586992,147,342.068908
-124.33112,2000,366.950122
-113.979244,79,367.760938
-111.31599,2000,393.278861
-118.777118,2000,418.270459
-114.25347,2000,443.162102
-116.552148,1061,456.543112
-130.466916,687,464.668773
-138.259153,813,475.006558
-61.508296,2000,499.914326
-87.564814,234,503.135521
-73.369019,874,514.40857
-91.114826,162,516.115128
-101.066538,356,520.890441
-77.398377,221,523.391932
-131.348859,2000,548.318076
-123.656906,1017,561.188037
-56.127677,324,565.240446
-84.088781,929,577.267091
-40.093491,1872,600.482025
-66.733062,438,605.961542
-77.471757,2000,644.655353
-79.50898,743,654.215075
-70.814233,1505,672.836602
-129.314333,277,676.783737
-92.896789,177,678.445117
-91.321025,145,680.72463
-93.124321,188,683.111867
-109.456347,478,688.745172
-90.221723,592,695.914444
-67.861275,850,707.182447
-95.935208,188,709.633846
-157.58915,1858,733.037371
-86.996423,2000,757.981736
-75.260255,343,762.035212
-95.101813,205,764.431909
-73.848104,327,769.085005
-53.610498,445,773.983008
-30.828576,1117,788.354172
-91.52689,356,792.404588
-70.788385,250,795.631366
-46.729815,600,803.557046
-128.655914,1069,816.520012
-82.345747,261,820.496846
-80.213007,163,822.165879
-47.531824,386,827.005178
-57.715416,443,832.710187
-57.462883,508,839.235393
-82.900431,441,844.878505
-76.375053,247,848.053747
-103.461613,386,852.881796
-88.193198,214,855.386365
-98.634185,242,858.557697
-72.271733,298,862.54227
-58.657528,656,870.756554
-90.303747,145,872.416722
-67.662846,497,878.920132
-78.818099,823,889.401669
-85.913968,205,891.862916
-116.305196,980,903.839715
-100.479824,106,905.458702
-113.49689,95,906.329352
-94.724163,473,912.651209
-123.316214,597,920.000478
-32.161594,480,926.354963
-67.255313,764,936.102358
-41.852339,793,945.834615
-104.823019,454,951.438619
-69.245412,2000,976.433763
-60.182561,443,982.04111
-0.598893,1925,1005.992957
-97.656837,232,1009.133008
-53.03646,689,1017.947837
-64.180169,338,1021.985816
-63.106295,551,1029.245765
-140.467504,730,1038.090078
-87.82116,440,1043.715847
-47.53532,513,1050.210562
-118.884746,2000,1075.40631
-29.984048,682,1084.184661
-112.515296,1978,1109.055599
-53.698275,919,1120.35577
-21.425497,739,1130.012604
-47.907206,625,1137.324865
-99.118682,1664,1158.143455
-74.693382,1639,1178.970613
56.463697,2000,1203.909631
-69.839477,308,1207.867835
60.941926,2000,1232.658088
-70.050853,893,1243.839194
-88.775638,141,1245.478122
-79.969157,423,1251.082841
-53.211682,646,1264.712344
-57.493871,492,1271.08693
-42.840172,2000,1296.047515
-159.893805,1344,1312.948091
-131.013626,756,1322.499902
238.829995,1678,1343.372495
34.113413,2000,1368.37801
131.716131,2000,1393.960327
-83.513303,1079,1407.053094
-93.52817,226,1410.211468
