#{"t_start": 1766946206.7941823, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
-148.740282,2000,13.272853
-113.188396,60,14.172139
-115.509048,79,14.360723
-115.180621,54,14.488281
-132.574678,70,14.649011
-121.849598,62,14.785456
-160.621362,2000,19.797415
-131.969661,72,19.969389
-116.125459,54,20.101347
-157.830967,2000,25.043327
-119.380771,89,25.255006
-128.417676,61,25.393686
-116.83755,39,25.485161
-139.99828,123,25.77409
-118.780271,52,25.897503
-157.930457,2000,30.977612
-118.093475,60,31.11417
-146.468178,2000,36.020438
-124.91231,83,36.202335
-125.883605,52,36.322278
-138.766009,2000,41.991816
-112.373348,89,42.210345
-110.565201,79,42.400468
-112.306326,74,42.589641
-146.543546,2000,47.623529
-147.057784,2000,52.573027
-117.531597,61,52.722583
-109.117938,97,52.947081
-110.605908,68,53.116193
-126.288862,56,53.251911
-105.632786,2000,58.303293
-148.294673,2000,63.348395
-148.127706,2000,68.351823
-155.466956,878,70.354491
-133.557912,67,70.51116
-146.202722,2000,85.862725
-97.181227,2000,90.909669
-145.432717,2000,95.976238
-122.006079,2000,100.858876
-129.37711,2000,105.856604
-144.591678,2000,110.704694
-120.601583,91,110.919296
-123.26196,2000,129.050538
-122.022012,452,130.493604
-144.112488,2000,135.390647
-80.458427,2000,140.341614
-144.639468,2000,144.881569
-143.625352,2000,149.827616
-113.598544,343,151.000531
-119.491723,82,151.18786
-104.303678,225,151.724831
-147.613176,904,153.82535
-143.295071,2000,169.386596
-121.476919,2000,174.304947
-111.976541,333,175.063104
-30.211296,2000,180.163229
-108.973685,273,180.777121
-110.781887,297,181.871678
-143.626883,2000,186.632931
-141.556695,2000,191.703791
-120.583473,2000,196.70424
-127.908539,633,198.11661
-122.685922,2000,203.867853
-113.053202,2000,208.650738
-102.672336,827,210.438549
-98.336419,142,210.74939
-128.149325,788,212.877501
-95.078337,2000,218.056376
-111.540129,314,218.772729
-140.477379,2000,223.863701
-98.704198,169,224.251104
