#{"t_start": 1766934664.6667635, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
-102.436947,57,12.854288
-103.165556,96,12.984741
-100.868064,93,13.104541
-104.232138,2000,15.659637
-117.788652,143,15.84891
-110.905711,73,15.945861
-102.141395,108,17.814791
-98.541041,86,18.61634
-191.160847,1944,41.603033
-185.325401,1782,62.713278
-99.983654,2000,86.069483
-120.329372,795,95.731242
-179.761538,1676,115.206558
-96.519579,2000,138.686408
-122.254256,113,140.167577
-121.447037,123,141.663543
-139.898513,1442,158.84124
-129.180825,113,159.668233
-114.283885,98,161.115575
-116.976585,80,161.894549
-107.446834,254,164.877275
-120.843728,99,166.313545
-118.228259,80,167.08953
-99.65351,192,169.360278
-96.703511,170,171.557391
-97.989982,184,173.137314
-106.532971,97,174.593389
-106.790862,149,176.137348
-81.12924,2000,199.586529
-101.126449,343,204.001736
-86.074323,727,212.395563
-109.332607,458,217.732918
-108.899294,540,224.556376
-92.902888,444,229.88774
-90.539099,2000,253.541123
-131.396761,2000,277.320717
-115.252641,253,280.34432
-85.172513,2000,304.181681
-117.691562,660,312.606473
-88.00696,333,316.425793
-97.366723,288,319.5262
-108.120812,807,329.314346
-102.541944,667,336.863994
-67.728217,2000,360.92743
-88.606323,2000,384.781108
-106.336122,219,387.087844
-101.180469,80,388.546243
-96.457366,285,391.600154
-92.777621,316,395.411686
-92.096013,243,398.418587
-81.352042,324,402.204108
-67.194674,701,410.475728
-120.509649,2000,433.843849
-98.109024,351,438.298235
-106.210052,464,443.67768
-67.590122,616,450.503225
-93.404104,367,454.984438
-73.285798,418,460.223997
-48.444603,986,471.482428
-105.784012,427,476.66926
-121.170979,838,486.479507
-70.096245,662,494.121266
-102.029583,415,499.294005
-82.120912,809,508.462899
-93.338032,2000,532.48238
-88.865184,424,537.016232
-116.838466,698,545.292869
-85.013327,257,548.276536
-74.978727,899,558.8116
-37.429945,2000,590.79528
-30.232753,2000,614.977471
-68.605416,2000,638.226152
-69.719484,596,645.037462
-95.165692,250,648.046133
-91.348717,2000,671.332508
-101.123437,391,676.504563
-76.616726,2000,699.903405
-77.435278,2000,723.037369
-169.186497,1284,737.930928
41.621741,2000,761.150726
-92.678601,471,767.016722
6.47987,2000,790.361262
-102.660081,359,794.834762
-104.803899,458,800.036736
-118.695337,706,808.325902
-95.611231,2000,831.499899
-117.011364,646,838.965829
-88.142668,2000,862.251689
-91.740763,245,865.189718
-99.506642,406,870.397897
-100.83909,1152,883.767884
-78.245017,2000,907.059611
-87.232224,171,908.655353
-103.870138,285,912.312704
-90.677685,2000,935.753023
-93.225551,265,938.73202
-1.14285,1819,960.348191
-92.372665,288,963.34909
-60.4368,822,973.081846
-28.930133,2000,996.189489
-90.810438,893,1006.659217
-87.125654,1439,1023.736698
-83.291539,2000,1046.890452
-7.588341,2000,1070.249792
102.21138,2000,1093.542892
-74.115038,1413,1110.89301
-37.434382,1185,1124.438209
-103.032011,2000,1147.636945
-91.479351,259,1150.71348
-49.701982,2000,1183.492434
-90.873838,223,1185.871637
-80.275878,485,1191.862361
52.441912,1832,1213.033749
-96.845497,201,1215.299821
-89.940029,430,1220.549532
-14.373918,2000,1243.89175
-128.642672,771,1252.909731
-63.761322,2000,1276.844388
-46.280293,401,1281.414374
-67.205414,703,1289.695673
-98.644716,224,1291.982565
14.621906,2000,1315.942841
-102.500143,311,1319.742842
-119.492181,1610,1338.530865
-67.972561,2000,1361.823377
-76.52719,556,1368.581055
-54.70606,2000,1391.780911
-141.961597,913,1402.280185
-74.096263,784,1411.36785
153.093724,2000,1435.503159
-77.294537,2000,1458.832142
-44.184367,722,1467.139452
-144.230831,893,1477.711758
-87.376227,2000,1500.951301
-101.707912,310,1504.71541
-96.672629,225,1507.665201
171.304502,2000,1530.909463
-87.113285,769,1539.971433
-85.471159,116,1541.44726
-27.397189,2000,1564.850212
-69.790319,810,1574.595938
-74.967123,2000,1597.903765
-119.019565,2000,1621.186333
-93.70345,1231,1636.16322
-136.334582,407,1640.700802
-159.804536,964,1651.955738
-65.972062,2000,1675.364295
-62.470506,2000,1698.711999
-110.867222,377,1703.204067
-59.246857,2000,1727.386038
-16.655125,2000,1750.992851
-115.334547,485,1756.331418
0.806182,2000,1791.140689
-150.020072,836,1800.895843
-29.683361,713,1809.24477
-95.328659,2000,1832.734856
-43.403577,554,1839.47327
-54.775223,2000,1863.21577
-37.898411,2000,1886.686933
-183.693603,1520,1904.859268
-93.471345,201,1907.131573
14.979663,2000,1930.552403
-90.543999,205,1933.460011
-33.125896,438,1938.074916
-51.40545,544,1944.785494
-83.872027,2000,1967.984128
-79.82405,2000,1991.364597
-75.505895,2000,2015.52911
17.84587,2000,2038.77703
-87.428311,134,2040.292692
-105.644142,111,2041.769696
-131.318282,1286,2056.844611
-119.100841,2000,2080.224377
-83.191882,273,2083.215678
-124.47154,1138,2096.757892
-1.310166,2000,2120.180585
-86.536889,136,2122.353796
-31.600099,549,2128.371746
-52.570394,2000,2151.805087
-34.520159,2000,2176.062573
-68.261796,2000,2199.334907
48.09404,1283,2214.357058
1.215102,1363,2230.210013
-92.910745,241,2233.196297
-48.987803,424,2238.459905
-72.655271,421,2243.023269
-85.565474,691,2251.241052
-65.202985,336,2255.036664
8.10104,2000,2278.421353
-84.109441,433,2283.668757
121.472538,2000,2306.965868
-92.776094,183,2309.185127
-91.859145,2000,2333.107467
-60.990749,1419,2349.709016
-127.949021,934,2360.318809
-88.595832,2000,2395.192451
-72.949564,469,2400.622524
-137.948735,2000,2424.109668
-110.199447,706,2432.411286
-28.831078,597,2439.95282
-20.561775,2000,2463.29923
-119.983442,571,2470.157855
-58.127122,2000,2493.592214
-84.152628,785,2502.660467
-86.790188,2000,2525.954402
-109.740087,1092,2539.47289
-47.665825,651,2547.065792
-89.926029,327,2550.799586
-36.174786,366,2555.234004
-95.805552,194,2557.48687
-92.206578,163,2559.130034
54.168948,1369,2575.714694
-37.123146,509,2581.129552
-4.50642,2000,2605.163644
-55.308784,2000,2628.586497
-61.80493,252,2631.660849
-72.607856,2000,2655.12626
-90.246879,217,2658.090212
6.519917,2000,2681.31257
-31.443357,2000,2704.624307
-95.607186,325,2708.427154
-74.845485,2000,2731.92743
-71.323916,2000,2756.015164
-88.580679,137,2757.527017
-92.777811,2000,2781.024185
-56.381163,2000,2804.459189
-98.096338,171,2806.650556
-94.222197,211,2808.95752
-2.971615,2000,2832.512101
-89.954567,2000,2856.66759
-60.310171,436,2861.903023
-7.826009,423,2866.499304
-44.261354,384,2870.999337
-88.266383,2000,2894.528764
-97.247548,2000,2918.558075
-19.309753,744,2926.870048
-91.980945,167,2929.113219
122.605294,1443,2945.58516
91.879272,1125,2959.123404
87.115855,1243,2985.574854
-5.962685,612,2993.016436
42.048936,901,3003.545129
16.273868,2000,3026.95317
-24.566971,539,3033.637307
